invoice_id,customer_id,invoice_date,due_date,period,product_id,product_description,product_category,quantity,unit_price,gross_amount,discount_amount,net_amount,tax_amount,total_amount,status,gl_entry_id,salesperson,territory,po_number,notes
INV-00227,CUST-052,2026-02-23,2026-03-25,2026-02,PROD-011,NovaBio-Gamma 250mg,Drug - Neurology,2,20015.28,40030.56,0.0,40030.56,0.0,40030.56,Paid,GL-INV-00227,Brett Long,West,PO-649525,
INV-00228,CUST-053,2026-02-10,2026-03-27,2026-02,PROD-003,CellFlex Reagent Kit,Research Reagent,47,1191.86,56017.21,0.0,56017.21,0.0,56017.21,Open,GL-INV-00228,Brett Long,West,PO-912085,
INV-00229,CUST-054,2026-02-21,2026-04-07,2026-02,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,1,93271.07,93271.07,0.0,93271.07,0.0,93271.07,Paid,GL-INV-00229,Nadia Osei,Northeast,PO-445705,
INV-00230,CUST-055,2026-02-24,2026-03-26,2026-02,PROD-011,NovaBio-Gamma 250mg,Drug - Neurology,2,21362.81,42725.62,0.0,42725.62,0.0,42725.62,Paid,GL-INV-00230,Yuki Tanaka,Southeast,PO-449555,
INV-00231,CUST-056,2026-02-10,2026-03-27,2026-02,PROD-011,NovaBio-Gamma 250mg,Drug - Neurology,1,24842.11,24842.11,0.0,24842.11,0.0,24842.11,Paid,GL-INV-00231,Brett Long,Southeast,PO-723945,
INV-00232,CUST-057,2026-02-21,2026-03-23,2026-02,PROD-002,NovaBio-Alpha 100mg Vial,Drug - Oncology,3,8525.79,25577.37,0.0,25577.37,0.0,25577.37,Paid,GL-INV-00232,Nadia Osei,Southeast,PO-802667,
INV-00233,CUST-058,2026-02-03,2026-03-05,2026-02,PROD-012,PharmaGrade Excipient Bulk,Raw Material,11,3609.96,39709.54,0.0,39709.54,0.0,39709.54,Paid,GL-INV-00233,Brett Long,International,PO-479404,
INV-00234,CUST-059,2026-02-11,2026-03-28,2026-02,PROD-005,ImmunoBoost IV 200mg,Drug - Immunology,2,7395.65,14791.3,0.0,14791.3,0.0,14791.3,Paid,GL-INV-00234,Brett Long,Southeast,PO-337547,
INV-00235,CUST-060,2026-02-26,2026-03-28,2026-02,PROD-003,CellFlex Reagent Kit,Research Reagent,3,1168.74,3506.21,0.0,3506.21,0.0,3506.21,Paid,GL-INV-00235,Sara Hill,International,PO-908320,
INV-00236,CUST-001,2026-03-11,2026-04-10,2026-03,PROD-012,PharmaGrade Excipient Bulk,Raw Material,135,2910.2,392876.73,0.0,392876.73,0.0,392876.73,Open,GL-INV-00236,Yuki Tanaka,Southeast,PO-726258,
INV-00237,CUST-001,2026-03-27,2026-04-26,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,5,11286.74,56433.71,0.0,56433.71,0.0,56433.71,Open,GL-INV-00237,Yuki Tanaka,Southeast,PO-856215,
INV-00238,CUST-001,2026-03-22,2026-04-21,2026-03,PROD-008,CytoGuard ELISA Kit,Diagnostic,23,782.12,17988.7,0.0,17988.7,0.0,17988.7,Paid,GL-INV-00238,Tom Kane,West,PO-740255,
INV-00239,CUST-002,2026-03-08,2026-04-22,2026-03,PROD-012,PharmaGrade Excipient Bulk,Raw Material,230,3067.2,705456.54,0.0,705456.54,0.0,705456.54,Open,GL-INV-00239,Nadia Osei,West,PO-975679,
INV-00240,CUST-002,2026-03-19,2026-05-03,2026-03,PROD-004,GenomiX Sequencing Panel,Diagnostic,48,4064.39,195090.79,0.0,195090.79,0.0,195090.79,Open,GL-INV-00240,Brett Long,West,PO-906814,
INV-00241,CUST-002,2026-03-17,2026-05-01,2026-03,PROD-005,ImmunoBoost IV 200mg,Drug - Immunology,25,6470.54,161763.57,0.0,161763.57,0.0,161763.57,Paid,GL-INV-00241,Brett Long,Southeast,PO-956572,
INV-00242,CUST-002,2026-03-09,2026-04-23,2026-03,PROD-004,GenomiX Sequencing Panel,Diagnostic,10,3551.48,35514.79,0.0,35514.79,0.0,35514.79,Open,GL-INV-00242,Sara Hill,West,PO-489244,
INV-00243,CUST-002,2026-03-17,2026-05-01,2026-03,PROD-009,BioTrack Monitoring Software (Annual),Software,1,26946.26,8675.0,0.0,8675.0,0.0,8675.0,Open,GL-INV-00243,Sara Hill,Midwest,PO-187949,
INV-00244,CUST-003,2026-03-30,2026-04-29,2026-03,PROD-003,CellFlex Reagent Kit,Research Reagent,448,1107.51,496166.3,0.0,496166.3,0.0,496166.3,Open,GL-INV-00244,Tom Kane,West,PO-466566,
INV-00245,CUST-003,2026-03-13,2026-04-12,2026-03,PROD-015,BioProcess Training Service,Professional Service,4,4014.9,16059.59,0.0,16059.59,0.0,16059.59,Open,GL-INV-00245,Yuki Tanaka,Midwest,PO-347231,
INV-00246,CUST-003,2026-03-01,2026-03-31,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,3,11924.74,35774.21,0.0,35774.21,0.0,35774.21,Paid,GL-INV-00246,Nadia Osei,Northeast,PO-979940,
INV-00247,CUST-004,2026-03-10,2026-04-24,2026-03,PROD-006,ProteaScreen Assay,Research Reagent,300,887.68,266303.97,0.0,266303.97,0.0,266303.97,Paid,GL-INV-00247,Brett Long,Southeast,PO-895702,
INV-00248,CUST-004,2026-03-01,2026-04-15,2026-03,PROD-012,PharmaGrade Excipient Bulk,Raw Material,121,3238.88,391904.62,0.0,391904.62,0.0,391904.62,Open,GL-INV-00248,Sara Hill,Northeast,PO-368355,
INV-00249,CUST-004,2026-03-24,2026-05-08,2026-03,PROD-004,GenomiX Sequencing Panel,Diagnostic,20,3941.36,78827.28,0.0,78827.28,0.0,78827.28,Open,GL-INV-00249,Yuki Tanaka,International,PO-543814,
INV-00250,CUST-004,2026-03-04,2026-04-18,2026-03,PROD-002,NovaBio-Alpha 100mg Vial,Drug - Oncology,19,7867.16,149476.09,0.0,149476.09,0.0,149476.09,Open,GL-INV-00250,Sara Hill,Southeast,PO-540218,
INV-00251,CUST-005,2026-03-27,2026-04-26,2026-03,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,4,77834.65,311338.61,0.0,311338.61,0.0,311338.61,Paid,GL-INV-00251,Brett Long,International,PO-662093,
INV-00252,CUST-005,2026-03-08,2026-04-07,2026-03,PROD-001,NovaBio-Alpha 50mg Vial,Drug - Oncology,41,4629.8,189821.71,0.0,189821.71,0.0,189821.71,Open,GL-INV-00252,Tom Kane,Midwest,PO-550089,
INV-00253,CUST-006,2026-03-06,2026-04-05,2026-03,PROD-006,ProteaScreen Assay,Research Reagent,247,990.53,244661.56,0.0,244661.56,0.0,244661.56,Open,GL-INV-00253,Sara Hill,International,PO-478120,
INV-00254,CUST-006,2026-03-26,2026-04-25,2026-03,PROD-002,NovaBio-Alpha 100mg Vial,Drug - Oncology,34,8495.37,288842.51,0.0,288842.51,0.0,288842.51,Open,GL-INV-00254,Yuki Tanaka,International,PO-121322,
INV-00255,CUST-006,2026-03-21,2026-04-20,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,7,12210.41,85472.84,0.0,85472.84,0.0,85472.84,Open,GL-INV-00255,Brett Long,Midwest,PO-365971,
INV-00256,CUST-006,2026-03-03,2026-04-02,2026-03,PROD-012,PharmaGrade Excipient Bulk,Raw Material,1,3165.68,3165.68,0.0,3165.68,0.0,3165.68,Open,GL-INV-00256,Nadia Osei,Southeast,PO-868544,
INV-00257,CUST-006,2026-03-24,2026-04-23,2026-03,PROD-011,NovaBio-Gamma 250mg,Drug - Neurology,1,24043.26,264.05,0.0,264.05,0.0,264.05,Open,GL-INV-00257,Nadia Osei,Southeast,PO-146489,
INV-00258,CUST-007,2026-03-27,2026-05-11,2026-03,PROD-006,ProteaScreen Assay,Research Reagent,417,1007.66,420195.87,0.0,420195.87,0.0,420195.87,Open,GL-INV-00258,Brett Long,West,PO-762423,
INV-00259,CUST-007,2026-03-23,2026-05-07,2026-03,PROD-003,CellFlex Reagent Kit,Research Reagent,52,1120.46,58263.7,0.0,58263.7,0.0,58263.7,Paid,GL-INV-00259,Brett Long,Northeast,PO-407696,
INV-00260,CUST-007,2026-03-29,2026-05-13,2026-03,PROD-004,GenomiX Sequencing Panel,Diagnostic,1,4171.55,4171.55,0.0,4171.55,0.0,4171.55,Open,GL-INV-00260,Sara Hill,Midwest,PO-425138,
INV-00261,CUST-008,2026-03-02,2026-04-01,2026-03,PROD-014,Clinical Trial Supply Kit,Clinical Supply,35,9674.32,338601.36,0.0,338601.36,0.0,338601.36,Open,GL-INV-00261,Tom Kane,Midwest,PO-474314,
INV-00262,CUST-008,2026-03-11,2026-04-10,2026-03,PROD-014,Clinical Trial Supply Kit,Clinical Supply,1,10606.27,10606.27,0.0,10606.27,0.0,10606.27,Open,GL-INV-00262,Nadia Osei,Northeast,PO-938171,
INV-00263,CUST-009,2026-03-29,2026-04-28,2026-03,PROD-015,BioProcess Training Service,Professional Service,52,4343.31,225852.0,0.0,225852.0,0.0,225852.0,Paid,GL-INV-00263,Brett Long,Midwest,PO-295892,
INV-00264,CUST-009,2026-03-26,2026-04-25,2026-03,PROD-008,CytoGuard ELISA Kit,Diagnostic,128,773.63,99024.98,0.0,99024.98,0.0,99024.98,Paid,GL-INV-00264,Yuki Tanaka,Midwest,PO-940064,
INV-00265,CUST-010,2026-03-27,2026-05-11,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,6,12091.82,72550.93,0.0,72550.93,0.0,72550.93,Open,GL-INV-00265,Tom Kane,International,PO-408036,
INV-00266,CUST-010,2026-03-22,2026-05-06,2026-03,PROD-006,ProteaScreen Assay,Research Reagent,53,874.02,46322.87,0.0,46322.87,0.0,46322.87,Open,GL-INV-00266,Nadia Osei,Midwest,PO-567576,
INV-00267,CUST-010,2026-03-15,2026-04-29,2026-03,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,4,80041.2,320164.81,0.0,320164.81,0.0,320164.81,Open,GL-INV-00267,Nadia Osei,West,PO-144412,
INV-00268,CUST-010,2026-03-14,2026-04-28,2026-03,PROD-012,PharmaGrade Excipient Bulk,Raw Material,23,3371.88,77553.27,0.0,77553.27,0.0,77553.27,Open,GL-INV-00268,Nadia Osei,Northeast,PO-178686,
INV-00269,CUST-010,2026-03-26,2026-05-10,2026-03,PROD-011,NovaBio-Gamma 250mg,Drug - Neurology,1,21798.21,21798.21,0.0,21798.21,0.0,21798.21,Open,GL-INV-00269,Tom Kane,Northeast,PO-249715,
INV-00270,CUST-010,2026-03-03,2026-04-17,2026-03,PROD-014,Clinical Trial Supply Kit,Clinical Supply,1,8632.65,8632.65,0.0,8632.65,0.0,8632.65,Paid,GL-INV-00270,Tom Kane,Midwest,PO-479742,
INV-00271,CUST-010,2026-03-22,2026-05-06,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,1,12615.28,6227.61,0.0,6227.61,0.0,6227.61,Open,GL-INV-00271,Brett Long,Midwest,PO-490084,
INV-00272,CUST-011,2026-03-12,2026-04-11,2026-03,PROD-002,NovaBio-Alpha 100mg Vial,Drug - Oncology,147,7662.27,1126354.42,0.0,1126354.42,0.0,1126354.42,Paid,GL-INV-00272,Brett Long,Midwest,PO-781113,
INV-00273,CUST-011,2026-03-01,2026-03-31,2026-03,PROD-005,ImmunoBoost IV 200mg,Drug - Immunology,16,7410.85,118573.52,0.0,118573.52,0.0,118573.52,Open,GL-INV-00273,Tom Kane,West,PO-642895,
INV-00274,CUST-011,2026-03-25,2026-04-24,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,9,11153.28,100379.55,0.0,100379.55,0.0,100379.55,Open,GL-INV-00274,Nadia Osei,West,PO-324993,
INV-00275,CUST-011,2026-03-16,2026-04-15,2026-03,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,1,91247.09,37818.37,0.0,37818.37,0.0,37818.37,Paid,GL-INV-00275,Tom Kane,Northeast,PO-242321,
INV-00276,CUST-012,2026-03-31,2026-04-30,2026-03,PROD-008,CytoGuard ELISA Kit,Diagnostic,180,860.05,154809.01,0.0,154809.01,0.0,154809.01,Open,GL-INV-00276,Nadia Osei,Midwest,PO-844007,
INV-00277,CUST-012,2026-03-29,2026-04-28,2026-03,PROD-002,NovaBio-Alpha 100mg Vial,Drug - Oncology,141,8491.45,1197294.63,0.0,1197294.63,0.0,1197294.63,Open,GL-INV-00277,Nadia Osei,Southeast,PO-846385,
INV-00278,CUST-012,2026-03-17,2026-04-16,2026-03,PROD-012,PharmaGrade Excipient Bulk,Raw Material,3,3514.96,10544.87,0.0,10544.87,0.0,10544.87,Open,GL-INV-00278,Tom Kane,Northeast,PO-310743,
INV-00279,CUST-012,2026-03-16,2026-04-15,2026-03,PROD-013,RegulatoryAI Platform License,Software,1,17265.31,17265.31,0.0,17265.31,0.0,17265.31,Paid,GL-INV-00279,Sara Hill,Midwest,PO-680933,
INV-00280,CUST-012,2026-03-18,2026-04-17,2026-03,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,1,86432.37,3212.04,0.0,3212.04,0.0,3212.04,Open,GL-INV-00280,Tom Kane,International,PO-190403,
INV-00281,CUST-013,2026-03-17,2026-04-16,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,92,12956.61,1192008.03,0.0,1192008.03,0.0,1192008.03,Open,GL-INV-00281,Brett Long,West,PO-963333,
INV-00282,CUST-013,2026-03-11,2026-04-10,2026-03,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,1,79163.19,52805.25,0.0,52805.25,0.0,52805.25,Paid,GL-INV-00282,Sara Hill,West,PO-588461,
INV-00283,CUST-014,2026-03-25,2026-05-09,2026-03,PROD-006,ProteaScreen Assay,Research Reagent,66,1063.52,70192.03,0.0,70192.03,0.0,70192.03,Paid,GL-INV-00283,Yuki Tanaka,International,PO-290802,
INV-00284,CUST-015,2026-03-28,2026-04-27,2026-03,PROD-003,CellFlex Reagent Kit,Research Reagent,111,1230.86,136625.36,0.0,136625.36,0.0,136625.36,Open,GL-INV-00284,Sara Hill,Northeast,PO-643269,
INV-00285,CUST-016,2026-03-23,2026-05-07,2026-03,PROD-003,CellFlex Reagent Kit,Research Reagent,21,1176.8,24712.76,0.0,24712.76,0.0,24712.76,Paid,GL-INV-00285,Tom Kane,Midwest,PO-644103,
INV-00286,CUST-017,2026-03-21,2026-05-05,2026-03,PROD-014,Clinical Trial Supply Kit,Clinical Supply,2,9145.19,18290.38,0.0,18290.38,0.0,18290.38,Open,GL-INV-00286,Yuki Tanaka,Midwest,PO-231250,
INV-00287,CUST-018,2026-03-06,2026-04-05,2026-03,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,1,87179.68,69156.29,0.0,69156.29,0.0,69156.29,Open,GL-INV-00287,Yuki Tanaka,International,PO-261684,
INV-00288,CUST-019,2026-03-19,2026-05-03,2026-03,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,1,94403.76,94403.76,0.0,94403.76,0.0,94403.76,Open,GL-INV-00288,Sara Hill,Northeast,PO-185168,
INV-00289,CUST-020,2026-03-25,2026-04-24,2026-03,PROD-011,NovaBio-Gamma 250mg,Drug - Neurology,5,23381.21,116906.07,0.0,116906.07,0.0,116906.07,Open,GL-INV-00289,Yuki Tanaka,West,PO-748133,
INV-00290,CUST-020,2026-03-21,2026-04-20,2026-03,PROD-011,NovaBio-Gamma 250mg,Drug - Neurology,1,22539.21,22539.21,0.0,22539.21,0.0,22539.21,Paid,GL-INV-00290,Yuki Tanaka,Midwest,PO-773088,
INV-00291,CUST-020,2026-03-26,2026-04-25,2026-03,PROD-005,ImmunoBoost IV 200mg,Drug - Immunology,8,6247.93,49983.41,0.0,49983.41,0.0,49983.41,Open,GL-INV-00291,Brett Long,Midwest,PO-575575,
INV-00292,CUST-021,2026-03-16,2026-04-15,2026-03,PROD-001,NovaBio-Alpha 50mg Vial,Drug - Oncology,11,4544.56,49990.12,0.0,49990.12,0.0,49990.12,Open,GL-INV-00292,Brett Long,Southeast,PO-456717,
INV-00293,CUST-021,2026-03-23,2026-04-22,2026-03,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,1,83142.38,83142.38,0.0,83142.38,0.0,83142.38,Paid,GL-INV-00293,Nadia Osei,Midwest,PO-518084,
INV-00294,CUST-021,2026-03-18,2026-04-17,2026-03,PROD-003,CellFlex Reagent Kit,Research Reagent,98,1191.16,116733.88,0.0,116733.88,0.0,116733.88,Open,GL-INV-00294,Sara Hill,Midwest,PO-353480,
INV-00295,CUST-021,2026-03-08,2026-04-07,2026-03,PROD-008,CytoGuard ELISA Kit,Diagnostic,8,754.16,6033.26,0.0,6033.26,0.0,6033.26,Open,GL-INV-00295,Tom Kane,Northeast,PO-153063,
INV-00296,CUST-022,2026-03-08,2026-04-22,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,28,12646.13,354091.71,0.0,354091.71,0.0,354091.71,Open,GL-INV-00296,Tom Kane,Midwest,PO-705748,
INV-00297,CUST-023,2026-03-17,2026-04-16,2026-03,PROD-004,GenomiX Sequencing Panel,Diagnostic,41,3893.35,159627.44,0.0,159627.44,0.0,159627.44,Open,GL-INV-00297,Brett Long,West,PO-423528,
INV-00298,CUST-023,2026-03-13,2026-04-12,2026-03,PROD-008,CytoGuard ELISA Kit,Diagnostic,24,719.56,17269.43,0.0,17269.43,0.0,17269.43,Open,GL-INV-00298,Yuki Tanaka,West,PO-352422,
INV-00299,CUST-023,2026-03-10,2026-04-09,2026-03,PROD-004,GenomiX Sequencing Panel,Diagnostic,91,3466.23,315426.5,0.0,315426.5,0.0,315426.5,Open,GL-INV-00299,Brett Long,International,PO-983791,
INV-00300,CUST-024,2026-03-28,2026-04-27,2026-03,PROD-008,CytoGuard ELISA Kit,Diagnostic,293,806.65,236349.83,0.0,236349.83,0.0,236349.83,Open,GL-INV-00300,Sara Hill,West,PO-240440,
INV-00301,CUST-024,2026-03-25,2026-04-24,2026-03,PROD-015,BioProcess Training Service,Professional Service,34,4327.51,147135.27,0.0,147135.27,0.0,147135.27,Paid,GL-INV-00301,Brett Long,Midwest,PO-147440,
INV-00302,CUST-025,2026-03-10,2026-04-09,2026-03,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,2,84203.63,168407.26,0.0,168407.26,0.0,168407.26,Open,GL-INV-00302,Sara Hill,West,PO-628750,
INV-00303,CUST-025,2026-03-20,2026-04-19,2026-03,PROD-008,CytoGuard ELISA Kit,Diagnostic,282,756.55,213345.84,0.0,213345.84,0.0,213345.84,Open,GL-INV-00303,Yuki Tanaka,Northeast,PO-234913,
INV-00304,CUST-026,2026-03-11,2026-04-25,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,24,13184.69,316432.6,0.0,316432.6,0.0,316432.6,Paid,GL-INV-00304,Yuki Tanaka,Midwest,PO-891638,
INV-00305,CUST-027,2026-03-02,2026-04-16,2026-03,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,4,87126.66,348506.62,0.0,348506.62,0.0,348506.62,Open,GL-INV-00305,Sara Hill,Southeast,PO-848255,
INV-00306,CUST-028,2026-03-20,2026-04-19,2026-03,PROD-008,CytoGuard ELISA Kit,Diagnostic,133,791.11,105218.0,0.0,105218.0,0.0,105218.0,Open,GL-INV-00306,Yuki Tanaka,Southeast,PO-443897,
INV-00307,CUST-029,2026-03-20,2026-05-04,2026-03,PROD-006,ProteaScreen Assay,Research Reagent,21,948.33,19914.86,0.0,19914.86,0.0,19914.86,Open,GL-INV-00307,Nadia Osei,International,PO-452713,
INV-00308,CUST-030,2026-03-19,2026-04-18,2026-03,PROD-009,BioTrack Monitoring Software (Annual),Software,3,25561.54,76684.62,0.0,76684.62,0.0,76684.62,Open,GL-INV-00308,Nadia Osei,West,PO-955374,
INV-00309,CUST-031,2026-03-19,2026-05-03,2026-03,PROD-006,ProteaScreen Assay,Research Reagent,15,1087.73,16315.89,0.0,16315.89,0.0,16315.89,Open,GL-INV-00309,Nadia Osei,Northeast,PO-725905,
INV-00310,CUST-032,2026-03-24,2026-05-08,2026-03,PROD-011,NovaBio-Gamma 250mg,Drug - Neurology,3,22976.99,68930.97,0.0,68930.97,0.0,68930.97,Open,GL-INV-00310,Sara Hill,International,PO-603787,
INV-00311,CUST-033,2026-03-22,2026-04-21,2026-03,PROD-011,NovaBio-Gamma 250mg,Drug - Neurology,2,20612.77,41225.53,0.0,41225.53,0.0,41225.53,Open,GL-INV-00311,Tom Kane,Northeast,PO-700383,
INV-00312,CUST-034,2026-03-11,2026-05-10,2026-03,PROD-002,NovaBio-Alpha 100mg Vial,Drug - Oncology,4,7418.82,29675.29,0.0,29675.29,0.0,29675.29,Open,GL-INV-00312,Brett Long,Southeast,PO-533020,
INV-00313,CUST-035,2026-03-24,2026-05-08,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,8,13418.45,96818.81,0.0,96818.81,0.0,96818.81,Open,GL-INV-00313,Sara Hill,Southeast,PO-643878,
INV-00314,CUST-036,2026-03-11,2026-04-10,2026-03,PROD-006,ProteaScreen Assay,Research Reagent,245,979.8,240051.2,0.0,240051.2,0.0,240051.2,Open,GL-INV-00314,Tom Kane,West,PO-659024,
INV-00315,CUST-036,2026-03-25,2026-04-24,2026-03,PROD-006,ProteaScreen Assay,Research Reagent,35,939.14,32870.01,0.0,32870.01,0.0,32870.01,Paid,GL-INV-00315,Nadia Osei,International,PO-607699,
INV-00316,CUST-037,2026-03-08,2026-04-07,2026-03,PROD-004,GenomiX Sequencing Panel,Diagnostic,36,3950.18,142206.56,0.0,142206.56,0.0,142206.56,Open,GL-INV-00316,Nadia Osei,Midwest,PO-839142,
INV-00317,CUST-037,2026-03-11,2026-04-10,2026-03,PROD-004,GenomiX Sequencing Panel,Diagnostic,23,4089.74,94063.99,0.0,94063.99,0.0,94063.99,Open,GL-INV-00317,Brett Long,Midwest,PO-687713,
INV-00318,CUST-038,2026-03-19,2026-05-03,2026-03,PROD-013,RegulatoryAI Platform License,Software,5,17495.05,87475.26,0.0,87475.26,0.0,87475.26,Open,GL-INV-00318,Yuki Tanaka,West,PO-513697,
INV-00319,CUST-039,2026-03-10,2026-04-09,2026-03,PROD-013,RegulatoryAI Platform License,Software,3,17507.04,52521.11,0.0,52521.11,0.0,52521.11,Open,GL-INV-00319,Sara Hill,Midwest,PO-563864,
INV-00320,CUST-040,2026-03-27,2026-04-26,2026-03,PROD-012,PharmaGrade Excipient Bulk,Raw Material,62,3051.19,189173.75,0.0,189173.75,0.0,189173.75,Paid,GL-INV-00320,Yuki Tanaka,Midwest,PO-689318,
INV-00321,CUST-041,2026-03-19,2026-04-18,2026-03,PROD-003,CellFlex Reagent Kit,Research Reagent,7,1264.7,8852.92,0.0,8852.92,0.0,8852.92,Open,GL-INV-00321,Tom Kane,Southeast,PO-153231,
INV-00322,CUST-042,2026-03-02,2026-04-01,2026-03,PROD-009,BioTrack Monitoring Software (Annual),Software,2,26487.15,52974.31,0.0,52974.31,0.0,52974.31,Paid,GL-INV-00322,Sara Hill,West,PO-446337,
INV-00323,CUST-043,2026-03-18,2026-05-02,2026-03,PROD-002,NovaBio-Alpha 100mg Vial,Drug - Oncology,3,7390.62,22171.87,0.0,22171.87,0.0,22171.87,Open,GL-INV-00323,Tom Kane,West,PO-784607,
INV-00324,CUST-044,2026-03-07,2026-05-06,2026-03,PROD-015,BioProcess Training Service,Professional Service,61,4077.45,248724.36,0.0,248724.36,0.0,248724.36,Open,GL-INV-00324,Nadia Osei,Midwest,PO-399279,
INV-00325,CUST-045,2026-03-19,2026-05-18,2026-03,PROD-015,BioProcess Training Service,Professional Service,99,3689.46,365256.61,0.0,365256.61,0.0,365256.61,Open,GL-INV-00325,Tom Kane,International,PO-874568,
INV-00326,CUST-046,2026-03-06,2026-05-05,2026-03,PROD-015,BioProcess Training Service,Professional Service,5,4513.23,22566.15,0.0,22566.15,0.0,22566.15,Paid,GL-INV-00326,Brett Long,Southeast,PO-138105,
INV-00327,CUST-047,2026-03-24,2026-05-23,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,8,11358.93,90871.48,0.0,90871.48,0.0,90871.48,Open,GL-INV-00327,Nadia Osei,Northeast,PO-109717,
INV-00328,CUST-048,2026-03-11,2026-04-10,2026-03,PROD-010,GeneTherapy Vector Lot,Cell & Gene Therapy,1,96229.67,96229.67,0.0,96229.67,0.0,96229.67,Open,GL-INV-00328,Nadia Osei,West,PO-772464,
INV-00329,CUST-048,2026-03-31,2026-04-30,2026-03,PROD-009,BioTrack Monitoring Software (Annual),Software,5,25586.95,127934.76,0.0,127934.76,0.0,127934.76,Open,GL-INV-00329,Tom Kane,International,PO-590755,
INV-00330,CUST-049,2026-03-24,2026-04-23,2026-03,PROD-013,RegulatoryAI Platform License,Software,2,17688.08,35376.16,0.0,35376.16,0.0,35376.16,Open,GL-INV-00330,Brett Long,Midwest,PO-853504,
INV-00331,CUST-049,2026-03-26,2026-04-25,2026-03,PROD-003,CellFlex Reagent Kit,Research Reagent,4,1300.99,5203.94,0.0,5203.94,0.0,5203.94,Open,GL-INV-00331,Nadia Osei,International,PO-807160,
INV-00332,CUST-050,2026-03-29,2026-04-28,2026-03,PROD-003,CellFlex Reagent Kit,Research Reagent,157,1336.84,209884.5,0.0,209884.5,0.0,209884.5,Paid,GL-INV-00332,Brett Long,West,PO-640310,
INV-00333,CUST-051,2026-03-05,2026-04-04,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,2,11354.34,22708.69,0.0,22708.69,0.0,22708.69,Open,GL-INV-00333,Brett Long,Midwest,PO-360096,
INV-00334,CUST-052,2026-03-09,2026-04-08,2026-03,PROD-007,NovaBio-Beta Infusion 500mg,Drug - Rare Disease,4,12140.21,48560.83,0.0,48560.83,0.0,48560.83,Paid,GL-INV-00334,Nadia Osei,Midwest,PO-710754,
INV-00335,CUST-052,2026-03-21,2026-04-20,2026-03,PROD-012,PharmaGrade Excipient Bulk,Raw Material,19,2889.15,54893.82,0.0,54893.82,0.0,54893.82,Paid,GL-INV-00335,Nadia Osei,Southeast,PO-165142,
INV-00336,CUST-053,2026-03-22,2026-05-06,2026-03,PROD-008,CytoGuard ELISA Kit,Diagnostic,79,733.14,57918.44,0.0,57918.44,0.0,57918.44,Paid,GL-INV-00336,Yuki Tanaka,Midwest,PO-823821,
INV-00337,CUST-054,2026-03-08,2026-04-22,2026-03,PROD-015,BioProcess Training Service,Professional Service,10,3967.54,39675.44,0.0,39675.44,0.0,39675.44,Open,GL-INV-00337,Tom Kane,Southeast,PO-601410,
INV-00338,CUST-055,2026-03-18,2026-04-17,2026-03,PROD-012,PharmaGrade Excipient Bulk,Raw Material,12,3212.68,38552.12,0.0,38552.12,0.0,38552.12,Open,GL-INV-00338,Brett Long,International,PO-940952,
INV-00339,CUST-056,2026-03-20,2026-05-04,2026-03,PROD-004,GenomiX Sequencing Panel,Diagnostic,8,4066.32,32530.6,0.0,32530.6,0.0,32530.6,Open,GL-INV-00339,Sara Hill,International,PO-568449,
INV-00340,CUST-057,2026-03-04,2026-04-03,2026-03,PROD-006,ProteaScreen Assay,Research Reagent,5,1072.85,5364.23,0.0,5364.23,0.0,5364.23,Open,GL-INV-00340,Sara Hill,International,PO-630041,
INV-00341,CUST-058,2026-03-28,2026-04-27,2026-03,PROD-009,BioTrack Monitoring Software (Annual),Software,1,23528.36,23528.36,0.0,23528.36,0.0,23528.36,Open,GL-INV-00341,Yuki Tanaka,West,PO-221886,
